epoch,train_loss,val_mse,val_mse_de,val_pearson,val_pearson_de
1,0.4800641680077704,0.003779719820276143,0.32702642781359537,0.9889653325080872,0.9113529324531555
2,0.4891202142204929,0.0068819272865150724,0.19001747118008713,0.9817122220993042,0.940029501914978
3,0.498320877341483,0.0039688217483701245,0.2750473153146525,0.9889999032020569,0.9259032011032104
4,0.5042856235724653,0.0033507815903923927,0.2776936141834144,0.9905598759651184,0.9293398261070251
5,0.5066112824258088,0.0036607999279494245,0.25826507833816353,0.989983081817627,0.9311182498931885
